LON,LAT,OBS_1995-2014,SSP1-2.6_1995-2014,SSP1-2.6_2021-2040,SSP1-2.6_2041-2060,SSP1-2.6_2081-2100,SSP2-4.5_1995-2014,SSP2-4.5_2021-2040,SSP2-4.5_2041-2060,SSP2-4.5_2081-2100,SSP3-7.0_1995-2014,SSP3-7.0_2021-2040,SSP3-7.0_2041-2060,SSP3-7.0_2081-2100,SSP5-8.5_1995-2014,SSP5-8.5_2021-2040,SSP5-8.5_2041-2060,SSP5-8.5_2081-2100,GWL1.5_1995-2014,GWL1.5,GWL2.0_1995-2014,GWL2.0,GWL3.0_1995-2014,GWL3.0,GWL4.0_1995-2014,GWL4.0
119.70, 23.60, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
119.70, 23.65, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
119.75, 23.55, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
120.00, 23.45,  12.8000,  10.7320,  31.3720,  43.6040,  44.7080,  10.7846,  31.4231,  52.0212,  84.8212,  10.7478,  32.6435,  61.3087, 117.5761,  10.7846,  35.8288,  69.1173, 140.4769,  10.7701,  30.5871,  10.8064,  49.3006,  10.7974,  86.8921,  10.8500, 119.3519,
120.00, 23.50, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
120.05, 23.05,  12.8000,   9.7120,  27.8240,  39.5520,  40.2900,   9.8038,  28.1942,  48.3173,  82.5154,   9.7457,  29.4457,  57.5652, 120.1957,   9.8038,  32.2115,  65.3769, 145.7615,   9.7588,  27.1985,   9.8006,  45.0715,   9.7789,  84.9307,   9.7885, 122.5385,
120.05, 23.10,  12.9000,   9.6720,  27.9140,  39.8500,  40.3080,   9.7692,  28.0481,  48.3115,  82.4904,   9.7413,  29.6130,  57.7783, 119.6761,   9.7692,  32.2577,  65.5173, 145.3942,   9.7232,  27.4093,   9.7733,  45.1314,   9.7623,  84.8447,   9.7462, 122.4442,
120.05, 23.15,  13.0000,   9.8620,  28.1900,  39.6440,  40.7300,   9.9731,  28.2538,  48.4481,  81.6231,   9.8783,  29.9913,  57.3717, 117.9435,   9.9731,  32.3846,  65.3385, 142.4327,   9.9036,  27.5969,   9.9640,  45.1983,   9.9211,  83.8649,   9.9250, 120.4346,
120.05, 23.20, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
120.05, 23.50,  11.5500,  10.2840,  31.6220,  44.4280,  44.9640,  10.2481,  31.6519,  52.5269,  86.7462,  10.2761,  32.9217,  62.2109, 119.8848,  10.2481,  36.1365,  70.6077, 142.8423,  10.2706,  30.6866,  10.2657,  50.0558,  10.2254,  88.5009,  10.0558, 121.5404,
