LON,LAT,OBS_1995-2014,SSP1-2.6_1995-2014,SSP1-2.6_2021-2040,SSP1-2.6_2041-2060,SSP1-2.6_2081-2100,SSP2-4.5_1995-2014,SSP2-4.5_2021-2040,SSP2-4.5_2041-2060,SSP2-4.5_2081-2100,SSP3-7.0_1995-2014,SSP3-7.0_2021-2040,SSP3-7.0_2041-2060,SSP3-7.0_2081-2100,SSP5-8.5_1995-2014,SSP5-8.5_2021-2040,SSP5-8.5_2041-2060,SSP5-8.5_2081-2100,GWL1.5_1995-2014,GWL1.5,GWL2.0_1995-2014,GWL2.0,GWL3.0_1995-2014,GWL3.0,GWL4.0_1995-2014,GWL4.0
120.15, 23.00,   7.5500,   8.5679,   8.7125,   8.8643,   9.3518,   8.4224,   8.7534,   8.8034,   8.7293,   8.5907,   8.9130,   8.7352,   9.2667,   8.4224,   8.5672,   9.0983,   9.6931,   8.4909,   8.6718,   8.5232,   8.8374,   8.4962,   8.8447,   8.4677,   9.4774,
120.15, 23.05,   7.6000,   8.7714,   8.8232,   9.0429,   9.5339,   8.6224,   8.9034,   8.9155,   8.7931,   8.8111,   9.0444,   8.8981,   9.3574,   8.6224,   8.6759,   9.2793,   9.8034,   8.6991,   8.8564,   8.7338,   8.9899,   8.7121,   9.0250,   8.7210,   9.5935,
120.15, 23.10,   7.6000,   8.7179,   8.7571,   8.8679,   9.4982,   8.5776,   8.8310,   8.8448,   8.8362,   8.7481,   8.9574,   8.7722,   9.2463,   8.5776,   8.5621,   9.2276,   9.7379,   8.6468,   8.7450,   8.6838,   8.9278,   8.6583,   8.9394,   8.6774,   9.5532,
120.15, 23.15,   7.6000,   9.0107,   9.0196,   9.1857,   9.8446,   8.8569,   9.1345,   9.1310,   9.1034,   9.0574,   9.2352,   9.0852,   9.5389,   8.8569,   8.8379,   9.5293,   9.9603,   8.9386,   9.0368,   8.9773,   9.2566,   8.9515,   9.2606,   8.9677,   9.8161,
120.15, 23.20,   7.9000,   8.8429,   8.9286,   9.0589,   9.7143,   8.7138,   9.0207,   9.0759,   9.0086,   8.8870,   9.2130,   9.0000,   9.4741,   8.7138,   8.7345,   9.4310,   9.8983,   8.7823,   8.9005,   8.8177,   9.1591,   8.8015,   9.1939,   8.8145,   9.7806,
120.15, 23.25,   8.0500,   8.6607,   8.6875,   8.8000,   9.4857,   8.5241,   8.7897,   8.7845,   8.7190,   8.7037,   8.9259,   8.7500,   9.2407,   8.5241,   8.5379,   9.1034,   9.7017,   8.5918,   8.6723,   8.6293,   8.8788,   8.6136,   8.9705,   8.6065,   9.5532,
120.15, 23.30,   7.0000,   8.0929,   8.1732,   8.3929,   8.9643,   7.9534,   8.2638,   8.2397,   8.1862,   8.1241,   8.4056,   8.2944,   8.7481,   7.9534,   8.0138,   8.6000,   9.1879,   8.0168,   8.1836,   8.0434,   8.3449,   8.0303,   8.4129,   7.9935,   8.9629,
120.15, 23.35,   6.9500,   8.0982,   8.1571,   8.3964,   8.8714,   7.9741,   8.2534,   8.1776,   8.2224,   8.1352,   8.3593,   8.2722,   8.7611,   7.9741,   8.0138,   8.6224,   9.1897,   8.0318,   8.1673,   8.0601,   8.3298,   8.0598,   8.3886,   8.0419,   8.9387,
120.15, 23.40,   6.6000,   8.1196,   8.1982,   8.4500,   8.8893,   7.9966,   8.3103,   8.1879,   8.2259,   8.1556,   8.3870,   8.3037,   8.8037,   7.9966,   7.9931,   8.6448,   9.2362,   8.0536,   8.1964,   8.0798,   8.3475,   8.0788,   8.4220,   8.0565,   9.0226,
120.15, 23.45,   6.6500,   7.8500,   7.8982,   8.1536,   8.6268,   7.7276,   8.0534,   7.9379,   7.9793,   7.8667,   8.1370,   8.0833,   8.4759,   7.7276,   7.7759,   8.3017,   8.8793,   7.7841,   7.9268,   7.8025,   8.0616,   7.8076,   8.1561,   7.7597,   8.6919,
