LON,LAT,OBS_1995-2014,SSP1-2.6_1995-2014,SSP1-2.6_2021-2040,SSP1-2.6_2041-2060,SSP1-2.6_2081-2100,SSP2-4.5_1995-2014,SSP2-4.5_2021-2040,SSP2-4.5_2041-2060,SSP2-4.5_2081-2100,SSP3-7.0_1995-2014,SSP3-7.0_2021-2040,SSP3-7.0_2041-2060,SSP3-7.0_2081-2100,SSP5-8.5_1995-2014,SSP5-8.5_2021-2040,SSP5-8.5_2041-2060,SSP5-8.5_2081-2100,GWL1.5_1995-2014,GWL1.5,GWL2.0_1995-2014,GWL2.0,GWL3.0_1995-2014,GWL3.0,GWL4.0_1995-2014,GWL4.0
120.05, 23.50, 996.1589, 953.0673, 986.7717,1024.2607,1092.4413, 959.3236,1008.6302,1056.3867,1077.0612, 954.1989,1008.5247, 980.0263,1126.2562, 959.3236, 984.6291,1061.3601,1299.9674, 957.1041, 987.5122, 957.3699,1000.0139, 957.4623,1059.5691, 955.0602,1224.4215,
120.10, 23.00, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
120.10, 23.05,1295.5333,1264.8273,1295.9734,1328.6324,1424.1810,1273.1906,1331.3511,1381.2979,1416.5341,1264.5680,1326.5607,1281.6798,1494.5034,1273.1906,1293.9521,1395.0145,1720.4283,1269.8221,1301.4764,1270.8602,1313.0442,1270.1205,1391.0308,1267.3220,1623.9620,
120.10, 23.10,1290.3435,1230.5892,1261.3778,1295.1696,1388.7843,1238.3154,1294.4513,1344.0551,1378.2297,1230.2781,1294.2825,1248.2327,1451.6116,1238.3154,1260.8750,1359.1600,1670.9625,1235.1654,1267.7856,1236.1278,1279.3406,1235.3787,1353.2817,1232.4811,1577.3630,
120.10, 23.15,1313.1385,1259.6947,1292.3234,1323.0927,1415.5332,1267.8038,1321.1216,1371.3112,1403.6061,1259.2775,1322.1490,1278.6045,1473.2179,1267.8038,1291.7103,1386.6455,1691.3378,1264.4255,1296.0424,1265.2009,1309.2916,1264.4059,1378.5898,1260.6650,1599.9102,
120.10, 23.20,1325.1680,1300.2692,1333.6984,1371.7146,1463.2205,1308.6609,1363.2717,1416.5579,1446.0844,1299.7539,1360.9578,1321.7009,1521.2617,1308.6609,1332.2681,1431.2079,1742.5693,1305.0914,1337.0950,1305.7965,1352.3042,1305.1094,1425.8970,1300.9554,1647.7362,
120.10, 23.25,1285.7570,1268.3037,1303.4062,1342.9867,1434.9121,1276.4324,1334.6384,1385.4854,1416.4584,1267.8297,1330.3054,1293.2397,1489.4808,1276.4324,1303.5477,1400.0521,1706.5052,1272.9106,1307.7052,1273.4725,1322.2643,1272.4019,1397.0433,1267.4680,1613.2888,
120.10, 23.30,1201.1493,1187.2562,1221.2440,1261.1791,1346.3892,1194.8259,1248.6525,1300.4700,1327.9962,1187.0195,1246.5029,1212.6146,1394.1245,1194.8259,1220.4764,1313.8420,1603.1486,1191.6281,1224.4618,1192.1140,1239.8291,1191.2723,1308.6234,1186.9210,1513.1060,
120.10, 23.35,1147.2642,1118.9961,1153.0341,1191.6804,1271.6541,1126.0417,1178.6105,1227.3805,1253.9020,1119.1868,1174.8861,1143.2343,1316.0637,1126.0417,1150.3138,1241.0099,1515.3621,1123.1770,1154.8516,1123.6863,1169.5323,1123.0629,1234.8953,1119.4203,1430.0005,
120.10, 23.50, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
120.10, 23.55,1022.7397, 990.5170,1027.9100,1064.8300,1134.9630, 996.8703,1050.1659,1097.1461,1119.1641, 991.8122,1049.2087,1018.8291,1169.7970, 996.8703,1022.9208,1104.9540,1352.3798, 994.6660,1027.1060, 994.8708,1039.9922, 995.1277,1101.4497, 992.4006,1274.3605,
120.10, 23.60, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000, -99.9000,
120.10, 23.65, 938.9031, 930.4010, 969.9237,1008.5407,1072.2198, 936.0922, 992.6183,1035.7334,1057.5800, 931.5345, 990.2728, 959.1273,1106.7787, 936.0922, 965.5516,1040.8358,1277.0541, 933.9598, 968.3042, 934.1599, 980.1659, 934.5261,1038.9042, 931.5543,1209.2744,
120.15, 22.90,1367.6033,1334.4998,1368.5016,1403.9818,1499.8865,1343.8467,1404.9056,1457.0225,1498.0970,1333.7585,1392.3374,1357.4236,1588.9738,1343.8467,1367.5925,1474.9139,1829.2927,1339.9712,1372.2877,1341.0065,1387.8408,1340.2601,1472.5299,1336.8633,1732.3427,
120.15, 22.95,1393.9430,1368.0201,1403.3904,1436.5762,1534.1643,1377.5297,1437.5763,1492.7878,1532.3127,1367.5183,1427.6906,1389.2697,1621.3242,1377.5297,1399.0532,1507.7959,1866.6383,1373.5851,1404.7070,1374.5626,1419.5209,1373.7349,1504.7480,1369.9049,1767.7565,
120.15, 23.00,1392.7764,1388.4384,1422.4974,1457.0057,1554.9062,1397.8378,1457.9907,1511.8772,1548.7954,1387.8257,1448.5242,1407.2878,1637.3232,1397.8378,1418.8496,1525.9065,1881.4734,1393.8896,1425.9611,1394.9518,1438.3490,1394.1251,1522.3940,1390.4423,1782.9451,
120.15, 23.05,1380.1792,1397.9962,1432.6738,1465.4285,1565.2671,1407.1788,1466.9127,1521.3363,1554.3615,1397.3063,1461.3507,1415.5150,1640.5048,1407.1788,1429.1136,1537.5275,1882.7863,1403.3220,1436.5273,1404.2072,1448.5459,1403.3583,1531.3977,1398.9768,1783.7574,
120.15, 23.10,1367.8324,1340.4052,1374.6256,1404.5349,1504.3873,1348.9740,1410.0824,1459.6385,1492.5969,1339.5870,1405.5233,1358.3802,1569.8048,1348.9740,1372.7953,1474.5903,1806.2504,1345.4059,1379.0852,1346.2728,1391.7875,1345.4910,1468.5208,1341.7266,1708.4047,
120.15, 23.15,1348.7053,1308.7316,1343.5177,1371.7509,1468.3353,1317.2900,1374.0465,1422.8347,1453.5804,1308.1425,1373.1716,1327.4200,1526.0029,1317.2900,1338.9343,1438.5289,1752.6195,1313.6576,1345.3838,1314.4346,1359.9923,1313.5083,1429.9258,1309.4857,1657.9840,
120.15, 23.20,1389.6044,1341.5029,1379.5137,1413.5760,1511.6066,1350.1771,1410.5676,1462.3895,1492.4524,1340.9388,1408.1770,1365.7842,1569.3527,1350.1771,1376.2513,1476.1100,1799.8721,1346.4258,1381.6299,1347.0316,1397.2123,1346.0724,1470.6199,1340.8939,1702.9492,
120.15, 23.25,1372.2982,1321.2523,1358.4211,1397.8710,1492.9202,1329.5468,1390.0879,1444.0266,1472.7406,1320.7480,1387.7192,1346.4274,1550.2290,1329.5468,1356.7402,1457.5195,1778.6442,1325.9338,1362.2777,1326.5657,1377.2170,1325.5267,1452.4468,1320.3860,1680.1772,
120.15, 23.30,1228.1528,1208.2771,1242.2361,1283.5573,1370.6455,1216.2117,1271.1018,1322.3959,1351.3821,1208.0466,1266.9374,1234.3206,1421.9427,1216.2117,1239.4014,1337.1230,1634.3247,1212.8750,1245.0723,1213.2678,1260.7327,1212.6957,1332.0681,1208.1593,1542.8401,
120.15, 23.35,1206.9524,1184.3553,1216.8699,1256.3983,1341.6129,1191.8264,1247.2188,1293.3379,1321.2104,1184.0822,1240.7128,1206.0626,1386.5793,1191.8264,1215.0322,1307.5736,1595.6420,1188.7006,1219.9907,1189.1295,1233.0585,1188.6262,1302.4689,1184.5854,1504.7167,
120.15, 23.40,1198.6837,1161.7017,1197.8402,1236.6917,1318.3284,1168.9148,1225.9026,1269.5123,1295.7703,1161.7930,1218.3521,1185.0935,1358.1696,1168.9148,1194.5812,1283.7418,1562.1304,1166.0143,1198.9630,1166.3906,1212.1233,1166.1836,1277.2155,1162.3837,1472.3527,
120.15, 23.45,1188.0868,1139.1038,1174.3196,1213.8751,1294.7467,1146.1732,1201.4133,1247.6273,1273.5448,1139.3046,1195.8464,1162.5590,1330.2721,1146.1732,1171.1107,1259.3384,1531.5223,1143.3596,1175.5973,1143.6366,1188.4454,1143.5172,1253.9153,1139.7749,1443.0278,
